project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-RA-JAI-01406,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Chaksu","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Chaksu. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Chaksu, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Chaksu,26.90021,75.928703,Manju Sharma,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-07-08,2026-01-09,,AGY-JAL-JAI,State Rural Water Supply & Sanitation Board,Line Department,3620000,3547600.0,2787400.0,760200.0,77.0,94.8,classroom_block,2.9,1248275.86,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01181,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Magadi","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Magadi. Implemented by Gram Panchayat Development Committee for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.163421,77.434209,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-02-24,2025-01-10,,AGY-PRI-BEN,Gram Panchayat Development Committee,Panchayati Raj,3910000,3870900.0,2932500.0,938400.0,75.0,96.2,classroom_block,2.2,1777272.73,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01061,Construction of gabion flood protection retaining wall along vulnerable bank in Magadi,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Magadi. Implemented by Shree Balaji Civic Builders for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.305053,77.562501,C. N. Manjunath,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-09-12,2026-07-26,,AGY-CONTR-103-BEN,Shree Balaji Civic Builders,Registered Contractor,4150000,3361500.0,2822000.0,539500.0,68.0,91.1,check_dam,2.6,1596153.85,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01010,Installation of Deep Borewell with Solar Dual Pump and overhead storage tank at Rohaniya,"Administrative sanction under MPLADS for: Installation of Deep Borewell with Solar Dual Pump and overhead storage tank at Rohaniya. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Rohaniya, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Rohaniya,25.362778,83.091273,Narendra Modi,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-06-18,2025-05-26,,AGY-JAL-VAR,State Rural Water Supply & Sanitation Board,Line Department,720000,669600.0,590400.0,79200.0,82.0,98.5,water_installation,2.4,300000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01585,Setting up of Community RO Water Purification Plant with distribution kiosk at Danapur,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Danapur. Implemented by Zilla Parishad Engineering Cell for public benefit in Danapur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Danapur,,,Ravi Shankar Prasad,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-05-27,2026-02-11,,AGY-ZP-PAT,Zilla Parishad Engineering Cell,Panchayati Raj,420000,415800.0,361200.0,54600.0,86.0,84.0,water_installation,1.3,323076.92,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01288,"Construction of modern girls toilet block and sanitation facility at Primary School, Devanahalli","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Devanahalli. Implemented by Gram Panchayat Development Committee for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.222621,77.515821,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-07-21,2026-06-20,,AGY-PRI-BEN,Gram Panchayat Development Committee,Panchayati Raj,4480000,3763200.0,3404800.0,358400.0,76.0,89.8,classroom_block,2.5,1792000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01189,Upgradation of link road and culvert bridging at Chaksu,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Chaksu. Implemented by Public Works Department (Div-1) for public benefit in Chaksu, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Chaksu,27.016863,75.852725,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-01-10,2024-12-15,,AGY-PWD-JAI,Public Works Department (Div-1),Line Department,13830000,13553400.0,11340600.0,2212800.0,82.0,86.1,kilometer,4.9,2822448.98,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01031,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Shahpura,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Shahpura. Implemented by Public Works Department (Div-1) for public benefit in Shahpura, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Shahpura,26.888915,75.893093,Manju Sharma,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-02-28,2025-01-10,,AGY-PWD-JAI,Public Works Department (Div-1),Line Department,6000000,5040000.0,4380000.0,660000.0,73.0,83.3,community_hall,1.7000000000000002,3529411.76,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01572,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Sewapuri,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Sewapuri. Implemented by Public Works Department (Div-1) for public benefit in Sewapuri, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Sewapuri,25.308431,83.00725,Narendra Modi,Lok Sabha,Community Infrastructure,IN_PROGRESS,2026-04-16,2026-11-13,,AGY-PWD-VAR,Public Works Department (Div-1),Line Department,7630000,10054612.1,10054612.1,0.0,131.8,47.7,community_hall,2.9,2631034.48,DATA_INCONSISTENT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01114,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Kashi,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Kashi. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Kashi, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Kashi,25.318404,82.903977,Narendra Modi,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-12-23,2026-08-14,,AGY-JAL-VAR,State Rural Water Supply & Sanitation Board,Line Department,14060000,12935200.0,10826200.0,2109000.0,77.0,92.6,community_hall,3.2,4393750.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01232,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Rohaniya","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Rohaniya. Implemented by Zilla Parishad Engineering Cell for public benefit in Rohaniya, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Rohaniya,25.395349,83.006661,Narendra Modi,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-01-14,2025-12-23,,AGY-ZP-VAR,Zilla Parishad Engineering Cell,Panchayati Raj,5770000,4904500.0,4096700.0,807800.0,71.0,85.2,classroom_block,3.7,1559459.46,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01318,Desilting and embankment strengthening of drainage canal serving agricultural fields in Barh,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Barh. Implemented by District Rural Development Agency for public benefit in Barh, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Barh,25.670599,85.140802,Ravi Shankar Prasad,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-02-24,2027-01-10,,AGY-DRDA-PAT,District Rural Development Agency,Line Department,11800000,5782000.0,5664000.0,118000.0,48.0,49.2,check_dam,4.8,2458333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01460,"Setting up of automated diagnostic lab unit at Community Health Centre, Pollachi","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Pollachi. Implemented by Shree Balaji Civic Builders for public benefit in Pollachi, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Pollachi,11.038608,77.026305,Ganapathi P. Rajkumar,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-04-28,2025-12-02,,AGY-CONTR-103-COI,Shree Balaji Civic Builders,Registered Contractor,14880000,13414339.05,12877514.48,536824.57,86.5,5.6,facility_center,4.6,3234782.61,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01056,Rejuvenation of traditional percolation tank and public drinking well at Devanahalli,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Devanahalli. Implemented by Apex Engineering & Construction Syndicate for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.220709,77.404905,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-09-22,2026-06-27,,AGY-CONTR-102-BEN,Apex Engineering & Construction Syndicate,Registered Contractor,1790000,1718400.0,1414100.0,304300.0,79.0,97.2,water_installation,3.9,458974.36,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01462,Paving of interlocking paver block street in Baramati Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Baramati Ward 4. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Baramati, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Baramati,18.500392,73.769658,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-06-02,2024-12-28,,AGY-MUNC-PUN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,5580000,5165334.14,5060472.73,104861.41,90.7,15.8,kilometer,2.5,2232000.0,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01229,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Bakhtiarpur,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Bakhtiarpur. Implemented by Shree Balaji Civic Builders for public benefit in Bakhtiarpur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Bakhtiarpur,25.676815,85.127292,Ravi Shankar Prasad,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-03-22,2026-01-12,,AGY-CONTR-103-PAT,Shree Balaji Civic Builders,Registered Contractor,12970000,11024500.0,9597800.0,1426700.0,74.0,85.5,facility_center,4.3,3016279.07,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01584,Paving of interlocking paver block street in Fatuha Ward 4,Work,Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Fatuha,25.592726,85.155861,Ravi Shankar Prasad,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-01-20,2024-12-09,,AGY-MUNC-PAT,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,11820000,10638000.0,8155800.0,2482200.0,69.0,88.0,kilometer,3.9,3030769.23,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01350,Rejuvenation of traditional percolation tank and public drinking well at Barh,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Barh. Implemented by Gram Panchayat Development Committee for public benefit in Barh, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Barh,25.676953,85.103773,Ravi Shankar Prasad,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-04-09,2027-01-14,,AGY-PRI-PAT,Gram Panchayat Development Committee,Panchayati Raj,1910000,802200.0,725800.0,76400.0,38.0,33.4,water_installation,4.3,444186.05,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01412,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Manchar,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Manchar. Implemented by District Rural Development Agency for public benefit in Manchar, Pune. (Contains specialized premium design parameters and expedited specifications).",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.586255,73.864971,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-11-27,2026-09-18,,AGY-DRDA-PUN,District Rural Development Agency,Line Department,58960000,53064000.0,45104400.0,7959600.0,76.5,67.9,community_hall,3.3,17866666.67,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01046,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Devanahalli,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Devanahalli. Implemented by Public Works Department (Div-1) for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.335243,77.453696,C. N. Manjunath,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-08-03,2026-06-17,,AGY-PWD-BEN,Public Works Department (Div-1),Line Department,6230000,5170900.0,4672500.0,498400.0,75.0,95.0,check_dam,3.8,1639473.68,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01268,Upgradation of link road and culvert bridging at Hatod,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Hatod. Implemented by District Rural Development Agency for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.732179,75.822452,Shankar Lalwani,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-06-10,2026-05-02,,AGY-DRDA-IND,District Rural Development Agency,Line Department,14740000,13855600.0,12381600.0,1474000.0,84.0,93.5,kilometer,4.9,3008163.27,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01072,Rejuvenation of traditional percolation tank and public drinking well at Khadakwasla,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Khadakwasla. Implemented by District Rural Development Agency for public benefit in Khadakwasla, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.573555,73.868221,Murlidhar Mohol,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-01-21,2024-08-28,,AGY-DRDA-PUN,District Rural Development Agency,Line Department,960000,777600.0,595200.0,182400.0,62.0,82.0,water_installation,2.7,355555.56,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01342,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Mhow,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Mhow. Implemented by District Rural Development Agency for public benefit in Mhow, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Mhow,22.698809,75.838487,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-02-15,2024-10-09,,AGY-DRDA-IND,District Rural Development Agency,Line Department,6240000,5491200.0,4243200.0,1248000.0,68.0,81.1,check_dam,3.8,1642105.26,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01236,Construction of modern cremation shed with solar lighting and water facility at Shivpur,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Shivpur. Implemented by Zilla Parishad Engineering Cell for public benefit in Shivpur, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Shivpur,25.318414,83.03012,Narendra Modi,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-10-30,2025-08-04,,AGY-ZP-VAR,Zilla Parishad Engineering Cell,Panchayati Raj,2980000,2771400.0,2592600.0,178800.0,87.0,96.4,community_hall,1.1,2709090.91,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01301,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Betma,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Betma. Implemented by Apex Engineering & Construction Syndicate for public benefit in Betma, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Betma,22.7299,75.949613,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-10-13,2026-06-29,,AGY-CONTR-102-IND,Apex Engineering & Construction Syndicate,Registered Contractor,10600000,10388000.0,9646000.0,742000.0,91.0,82.6,facility_center,3.4,3117647.06,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01477,Rejuvenation of traditional percolation tank and public drinking well at Siliguri,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Siliguri. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Siliguri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,26.959245,88.254236,Raju Bista,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-04-06,2026-01-17,,AGY-MUNC-DAR,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,1280000,1175770.13,1091517.82,84252.31,85.3,13.1,water_installation,3.4,376470.59,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01080,Construction of modern cremation shed with solar lighting and water facility at Annur,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Annur. Implemented by Apex Engineering & Construction Syndicate for public benefit in Annur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Annur,11.080406,77.048905,Ganapathi P. Rajkumar,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-03-21,2025-03-10,,AGY-CONTR-102-COI,Apex Engineering & Construction Syndicate,Registered Contractor,8920000,7849600.0,5887200.0,1962400.0,66.0,87.1,community_hall,2.8,3185714.29,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
